fips,countyname,state,type,typename,death,obesity,uninsured,childpoverty,longcomute,overdose,income,nhwhite
51173,Smyth County,VA,10,Rural Middle America,9498.750529,0.297,0.110560117,0.242,0.266,9,40140,0.939894405
51197,Wythe County,VA,10,Rural Middle America,8558.156387,0.304,0.123670957,0.209,0.296,13,47676,0.938344362
53003,Asotin County,WA,10,Rural Middle America,6669.543653,0.331,0.071254779,0.206,0.066,9,46121,0.910382857
53043,Lincoln County,WA,10,Rural Middle America,5349.983603,0.328,0.068863049,0.173,0.367,11,53886,0.915072464
54023,Grant County,WV,10,Rural Middle America,8837.557001,0.364,0.076931616,0.232,0.341,7,38477,0.967269008
54039,Kanawha County,WV,10,Rural Middle America,10619.30576,0.351,0.068199315,0.23,0.216,15,44956,0.876552424
54051,Marshall County,WV,10,Rural Middle America,7641.627938,0.377,0.060323903,0.256,0.297,10,42357,0.966533514
54057,Mineral County,WV,10,Rural Middle America,7882.312838,0.355,0.067802224,0.23,0.355,11,45437,0.94071723
54079,Putnam County,WV,10,Rural Middle America,7576.277375,0.349,0.055905126,0.127,0.373,10,56789,0.955655854
54097,Upshur County,WV,10,Rural Middle America,8199.909536,0.368,0.080948098,0.279,0.329,6,40509,0.960783519
55003,Ashland County,WI,10,Rural Middle America,8033.993625,0.31,0.085109806,0.219,0.151,9,41949,0.824042255
55011,Buffalo County,WI,10,Rural Middle America,6026.718197,0.327,0.072692308,0.142,0.382,6,52885,0.959157188
55015,Calumet County,WI,10,Rural Middle America,5325.874538,0.311,0.043246005,0.062,0.219,4,72752,0.91152907
55017,Chippewa County,WI,10,Rural Middle America,6139.152807,0.284,0.067126155,0.162,0.242,5,54659,0.937312448
55019,Clark County,WI,10,Rural Middle America,5623.528589,0.322,0.177489941,0.216,0.264,4,48675,0.932951356
55021,Columbia County,WI,10,Rural Middle America,6423.65949,0.35,0.053354716,0.113,0.402,8,62036,0.927134752
55023,Crawford County,WI,10,Rural Middle America,7086.019947,0.361,0.066120442,0.204,0.276,6,46698,0.947674775
55027,Dodge County,WI,10,Rural Middle America,5457.025889,0.338,0.050344052,0.126,0.317,5,56949,0.902325476
55031,Douglas County,WI,10,Rural Middle America,6462.982527,0.317,0.066529669,0.168,0.278,5,50340,0.918890345
55039,Fond du Lac County,WI,10,Rural Middle America,5381.898476,0.334,0.056541613,0.113,0.23,5,58920,0.901012296
55043,Grant County,WI,10,Rural Middle America,5828.662157,0.347,0.075064557,0.17,0.264,5,47512,0.951794538
55045,Green County,WI,10,Rural Middle America,5069.479008,0.331,0.058202959,0.106,0.348,5,60846,0.944571814
55049,Iowa County,WI,10,Rural Middle America,5544.261488,0.314,0.058360991,0.12,0.38,5,58372,0.958569375
55053,Jackson County,WI,10,Rural Middle America,6545.528553,0.339,0.097218662,0.162,0.299,5,51024,0.863291509
55055,Jefferson County,WI,10,Rural Middle America,5221.396701,0.288,0.063850174,0.11,0.323,5,60744,0.8971226
55061,Kewaunee County,WI,10,Rural Middle America,4401.202335,0.342,0.058367422,0.092,0.35,5,61074,0.948002941
55065,Lafayette County,WI,10,Rural Middle America,5900.859477,0.366,0.093711557,0.18,0.322,5,56074,0.944010028
55071,Manitowoc County,WI,10,Rural Middle America,6588.959369,0.313,0.060026755,0.114,0.189,5,53633,0.909864715
55073,Marathon County,WI,10,Rural Middle America,5616.892809,0.305,0.062406882,0.14,0.169,4,56223,0.889899191
55081,Monroe County,WI,10,Rural Middle America,6915.003192,0.337,0.07522653,0.195,0.245,6,56400,0.911776955
55091,Pepin County,WI,10,Rural Middle America,4512.962612,0.343,0.07781486,0.181,0.428,4,53262,0.967291638
55103,Richland County,WI,10,Rural Middle America,6175.604589,0.309,0.074374726,0.212,0.33,6,50306,0.951304646
55111,Sauk County,WI,10,Rural Middle America,5913.388558,0.312,0.070867503,0.144,0.258,8,57647,0.911382508
55117,Sheboygan County,WI,10,Rural Middle America,5725.709479,0.289,0.059279337,0.107,0.16,6,55594,0.847072176
55119,Taylor County,WI,10,Rural Middle America,4331.080914,0.317,0.076203209,0.183,0.242,5,50963,0.960516659
55121,Trempealeau County,WI,10,Rural Middle America,4809.597504,0.307,0.077984304,0.117,0.315,5,53142,0.901866163
55123,Vernon County,WI,10,Rural Middle America,5630.523646,0.322,0.096153846,0.259,0.369,5,51002,0.963068735
55141,Wood County,WI,10,Rural Middle America,5719.599895,0.315,0.058232012,0.14,0.205,5,52591,0.926901665
56015,Goshen County,WY,10,Rural Middle America,6696.241909,0.302,0.156032849,0.163,0.198,7,47715,0.863704257
56017,Hot Springs County,WY,10,Rural Middle America,9646.999975,0.271,0.165026708,0.175,0.207,9,46024,0.915366531
56025,Natrona County,WY,10,Rural Middle America,8308.583691,0.313,0.13754774,0.113,0.092,9,60559,0.867755032
56027,Niobrara County,WY,10,Rural Middle America,9314.127637,0.257,0.150537634,0.146,0.137,7,45332,0.914516129
56031,Platte County,WY,10,Rural Middle America,8425.590841,0.287,0.134451265,0.149,0.206,11,54588,0.886520737
4005,Coconino County,AZ,11,College Towns,7528.277248,0.228,0.145629264,0.207,0.145,8,53643,0.547428109
5019,Clark County,AR,11,College Towns,8731.658039,0.342,0.10394769,0.278,0.283,5,37247,0.687911021
5031,Craighead County,AR,11,College Towns,8936.008124,0.356,0.105842216,0.206,0.14,8,44091,0.770539047
5045,Faulkner County,AR,11,College Towns,7414.741714,0.331,0.089362976,0.172,0.358,6,50909,0.807808422
5143,Washington County,AR,11,College Towns,6831.053816,0.299,0.134173201,0.182,0.264,5,46367,0.720603905
6007,Butte County,CA,11,College Towns,7285.530455,0.254,0.08089367,0.229,0.228,15,45097,0.72684075
6023,Humboldt County,CA,11,College Towns,8952.821923,0.275,0.089350888,0.214,0.165,15,43164,0.74670316
6079,San Luis Obispo Coun,CA,11,College Towns,5326.422545,0.229,0.08025896,0.111,0.25,8,69517,0.692241072
6089,Shasta County,CA,11,College Towns,8811.0862,0.24,0.085604178,0.246,0.148,15,46663,0.803686446
8013,Boulder County,CO,11,College Towns,4214.792148,0.138,0.072722631,0.086,0.267,9,74772,0.781724628
8051,Gunnison County,CO,11,College Towns,4522.502519,0.153,0.116895728,0.126,0.217,7,53753,0.876523647
8067,La Plata County,CO,11,College Towns,5671.748285,0.168,0.10223272,0.117,0.256,8,58499,0.786635025
8069,Larimer County,CO,11,College Towns,4945.252735,0.178,0.069907282,0.096,0.26,8,66561,0.831008286
9013,Tolland County,CT,11,College Towns,4510.770937,0.239,0.041504089,0.069,0.419,6,81369,0.850322265
12001,Alachua County,FL,11,College Towns,6900.674152,0.258,0.125997759,0.218,0.225,7,45294,0.619671646
12073,Leon County,FL,11,College Towns,6053.540138,0.273,0.114457076,0.189,0.213,5,51041,0.5695812
13045,Carroll County,GA,11,College Towns,9332.342443,0.329,0.164968815,0.211,0.369,11,50598,0.711339142
13059,Clarke County,GA,11,College Towns,6830.538098,0.256,0.184189193,0.299,0.183,5,36692,0.553232778
16057,Latah County,ID,11,College Towns,5331.78614,0.228,0.100801648,0.126,0.219,5,43767,0.892846209
17019,Champaign County,IL,11,College Towns,5828.284808,0.257,0.065695188,0.159,0.138,6,51032,0.681113526
17029,Coles County,IL,11,College Towns,7192.358117,0.288,0.061592352,0.21,0.176,5,42066,0.909080488
17037,DeKalb County,IL,11,College Towns,5112.997514,0.285,0.070186765,0.153,0.376,5,59586,0.771391398
17077,Jackson County,IL,11,College Towns,7773.786725,0.281,0.073616693,0.275,0.199,6,34982,0.745252251
17109,McDonough County,IL,11,College Towns,6207.485232,0.277,0.068458594,0.224,0.123,4,44460,0.881016905
17113,McLean County,IL,11,College Towns,5669.859157,0.29,0.046945535,0.118,0.152,6,64271,0.798675312
17167,Sangamon County,IL,11,College Towns,7275.420159,0.266,0.050098739,0.206,0.142,6,55090,0.807740799
18035,Delaware County,IN,11,College Towns,9107.568962,0.314,0.110364726,0.257,0.208,11,41404,0.870695397
18105,Monroe County,IN,11,College Towns,5490.692672,0.227,0.122829407,0.176,0.161,8,44442,0.837706879
18157,Tippecanoe County,IN,11,College Towns,6472.139795,0.29,0.125983737,0.163,0.142,7,51385,0.765483173
19103,Johnson County,IA,11,College Towns,4169.971722,0.234,0.063861047,0.123,0.179,5,58904,0.791520809
19169,Story County,IA,11,College Towns,4217.976017,0.27,0.04990421,0.085,0.187,4,55561,0.839087445
20037,Crawford County,KS,11,College Towns,7619.494702,0.346,0.108682035,0.233,0.187,7,39521,0.87077418
20045,Douglas County,KS,11,College Towns,5353.769319,0.262,0.098241191,0.115,0.273,5,55446,0.789166109
20051,Ellis County,KS,11,College Towns,6145.135861,0.317,0.090811214,0.118,0.064,4,52265,0.900564151
20111,Lyon County,KS,11,College Towns,7126.352633,0.374,0.13546501,0.159,0.128,5,43600,0.70990749
20161,Riley County,KS,11,College Towns,4461.679533,0.245,0.087668117,0.123,0.12,5,49901,0.770884747
20177,Shawnee County,KS,11,College Towns,7676.480267,0.35,0.092092092,0.141,0.12,8,55387,0.743272372
21035,Calloway County,KY,11,College Towns,7244.015021,0.316,0.075476915,0.249,0.184,7,39438,0.894918958
21067,Fayette County,KY,11,College Towns,7145.568015,0.275,0.080681784,0.223,0.2,11,53288,0.719267449
21073,Franklin County,KY,11,College Towns,8618.924669,0.341,0.068968932,0.209,0.199,8,52395,0.818295095
21151,Madison County,KY,11,College Towns,8328.111553,0.348,0.064515218,0.232,0.326,10,45406,0.898321552
21205,Rowan County,KY,11,College Towns,9895.900554,0.359,0.072130428,0.285,0.221,12,38684,0.944583044
21227,Warren County,KY,11,College Towns,7613.002001,0.324,0.080001178,0.227,0.174,6,47253,0.797979798
23005,Cumberland County,ME,11,College Towns,5354.324132,0.238,0.091463103,0.113,0.283,9,65475,0.90731096
24039,Somerset County,MD,11,College Towns,8934.492197,0.447,0.094238659,0.319,0.345,9,38546,0.51419315
24045,Wicomico County,MD,11,College Towns,7906.236702,0.364,0.081420322,0.241,0.244,8,50015,0.633533833
25015,Hampshire County,MA,11,College Towns,4793.401646,0.203,0.026990424,0.108,0.353,7,64425,0.840151777
26061,Houghton County,MI,11,College Towns,5787.312753,0.324,0.082635681,0.181,0.096,5,38603,0.923074819
26065,Ingham County,MI,11,College Towns,7114.009264,0.298,0.076713708,0.232,0.17,8,49387,0.702705424
26073,Isabella County,MI,11,College Towns,6015.897821,0.303,0.095515023,0.189,0.167,6,42924,0.855222917
26077,Kalamazoo County,MI,11,College Towns,6513.300979,0.317,0.067268223,0.196,0.184,8,53370,0.779300145
26107,Mecosta County,MI,11,College Towns,7139.261652,0.354,0.078043962,0.245,0.299,5,41759,0.913144074
26161,Washtenaw County,MI,11,College Towns,5044.120488,0.239,0.05505877,0.122,0.32,6,66040,0.705836708
27007,Beltrami County,MN,11,College Towns,8873.569193,0.323,0.086177982,0.248,0.165,6,45344,0.72636967
27013,Blue Earth County,MN,11,College Towns,4729.508989,0.351,0.044471132,0.13,0.144,4,53829,0.886350296
27027,Clay County,MN,11,College Towns,5888.774264,0.279,0.042868034,0.133,0.179,6,59937,0.880333996
27103,Nicollet County,MN,11,College Towns,3730.753248,0.296,0.040367813,0.107,0.123,4,66868,0.893492182
27131,Rice County,MN,11,College Towns,4352.643775,0.299,0.059115707,0.124,0.302,4,67726,0.834643869
27145,Stearns County,MN,11,College Towns,4656.860082,0.272,0.046995008,0.126,0.216,5,57881,0.874444273
27149,Stevens County,MN,11,College Towns,3129.251129,0.327,0.044698828,0.097,0.103,6,58179,0.88661921
27169,Winona County,MN,11,College Towns,5504.820289,0.31,0.058814567,0.117,0.195,5,56499,0.912518647
28071,Lafayette County,MS,11,College Towns,7170.970105,0.309,0.142484648,0.19,0.163,5,42287,0.705015243
28105,Oktibbeha County,MS,11,College Towns,7206.480024,0.348,0.163182012,0.312,0.152,3,36105,0.565107459
29001,Adair County,MO,11,College Towns,7589.657875,0.298,0.133612346,0.238,0.142,8,36819,0.90299302
29019,Boone County,MO,11,College Towns,5774.547435,0.283,0.095761774,0.154,0.15,7,52824,0.794902432
29031,Cape Girardeau Count,MO,11,College Towns,7010.60023,0.302,0.105216482,0.165,0.164,7,50227,0.862063285
29051,Cole County,MO,11,College Towns,6138.462475,0.327,0.097558975,0.145,0.149,5,55767,0.817397659
29077,Greene County,MO,11,College Towns,7982.290475,0.347,0.133195079,0.181,0.166,14,42802,0.880390731
29147,Nodaway County,MO,11,College Towns,5981.582979,0.329,0.10557365,0.15,0.176,5,44923,0.926069696
29161,Phelps County,MO,11,College Towns,8899.041882,0.296,0.140940924,0.228,0.192,8,40738,0.887508967
30001,Beaverhead County,MT,11,College Towns,7682.376122,0.248,0.155724752,0.192,0.111,7,40218,0.912775237
30031,Gallatin County,MT,11,College Towns,4265.430504,0.156,0.111822598,0.085,0.121,5,60439,0.921025435
30049,Lewis and Clark Coun,MT,11,College Towns,6095.324227,0.253,0.105878664,0.124,0.1,6,60370,0.914836063
30063,Missoula County,MT,11,College Towns,5827.641546,0.227,0.12092564,0.152,0.116,9,47086,0.896693361
31019,Buffalo County,NE,11,College Towns,5265.091471,0.294,0.093982371,0.115,0.123,4,57036,0.870117247
31045,Dawes County,NE,11,College Towns,5692.412567,0.294,0.117180348,0.204,0.097,8,44496,0.85521773
31109,Lancaster County,NE,11,College Towns,5218.439534,0.272,0.085152341,0.13,0.146,5,58873,0.818665082
31179,Wayne County,NE,11,College Towns,3490.105326,0.321,0.095734056,0.103,0.169,3,52764,0.895355045
33005,Cheshire County,NH,11,College Towns,5707.242465,0.285,0.082946069,0.101,0.287,7,57286,0.944308074
33017,Strafford County,NH,11,College Towns,6308.054338,0.286,0.081668193,0.09,0.368,9,69467,0.913111718
36001,Albany County,NY,11,College Towns,5650.88343,0.26,0.054516989,0.156,0.2,5,61634,0.726229253
36027,Dutchess County,NY,11,College Towns,5417.54751,0.244,0.062177984,0.114,0.428,5,73680,0.718632948
36083,Rensselaer County,NY,11,College Towns,6301.03453,0.294,0.051941202,0.176,0.313,4,63174,0.835465734
36093,Schenectady County,NY,11,College Towns,7112.478002,0.27,0.056893913,0.182,0.334,5,57923,0.743466643
36109,Tompkins County,NY,11,College Towns,4730.640249,0.244,0.064040033,0.154,0.168,4,55778,0.771843503
36111,Ulster County,NY,11,College Towns,6099.07641,0.264,0.075357206,0.176,0.387,5,61421,0.796680151
37021,Buncombe County,NC,11,College Towns,7135.609715,0.227,0.134282959,0.194,0.181,9,50538,0.838020524
37099,Jackson County,NC,11,College Towns,7412.990434,0.288,0.181197877,0.242,0.208,12,44004,0.809805639
37129,New Hanover County,NC,11,College Towns,6650.258562,0.248,0.123869544,0.205,0.172,11,51373,0.771857367
37135,Orange County,NC,11,College Towns,4470.754147,0.227,0.104070297,0.114,0.294,6,65299,0.692910943
37189,Watauga County,NC,11,College Towns,5491.939484,0.271,0.131991164,0.195,0.212,6,44014,0.920848633
38015,Burleigh County,ND,11,College Towns,5629.052999,0.296,0.064205604,0.072,0.093,4,66406,0.89375258
38017,Cass County,ND,11,College Towns,5212.170025,0.298,0.075576286,0.113,0.086,4,59711,0.860643998
38035,Grand Forks County,ND,11,College Towns,5640.781577,0.32,0.083633017,0.119,0.092,4,51820,0.845532687
39009,Athens County,OH,11,College Towns,8114.803908,0.288,0.085041574,0.245,0.217,10,38131,0.894282779
39057,Greene County,OH,11,College Towns,5904.744879,0.322,0.060257283,0.145,0.233,11,62751,0.840973508
39173,Wood County,OH,11,College Towns,5828.131323,0.317,0.05757838,0.109,0.224,5,60347,0.885047497
40021,Cherokee County,OK,11,College Towns,10531.60977,0.35,0.19761729,0.307,0.285,12,36297,0.482833676
40027,Cleveland County,OK,11,College Towns,6804.301283,0.322,0.126929541,0.125,0.315,9,61275,0.723988445
40039,Custer County,OK,11,College Towns,8885.134187,0.338,0.183028083,0.203,0.155,7,43247,0.69105247
40119,Payne County,OK,11,College Towns,7587.553285,0.31,0.156179845,0.189,0.16,7,42035,0.771012313
40123,Pontotoc County,OK,11,College Towns,10280.11557,0.363,0.184951853,0.206,0.158,13,44212,0.659744326
40151,Woods County,OK,11,College Towns,7279.625305,0.342,0.129758791,0.172,0.149,11,50441,0.832409521
41003,Benton County,OR,11,College Towns,4243.25082,0.244,0.070817915,0.13,0.213,5,56167,0.810594619
41029,Jackson County,OR,11,College Towns,6895.562916,0.266,0.088692238,0.19,0.157,10,48538,0.814189454
41039,Lane County,OR,11,College Towns,6519.399887,0.273,0.087936049,0.199,0.166,11,47933,0.82534051
41053,Polk County,OR,11,College Towns,5884.90876,0.34,0.080566789,0.14,0.316,5,55218,0.784877113
42027,Centre County,PA,11,College Towns,3899.850144,0.293,0.078804437,0.117,0.223,5,59070,0.85674206
42041,Cumberland County,PA,11,College Towns,5347.152552,0.295,0.068095041,0.105,0.246,5,64116,0.864538482
42043,Dauphin County,PA,11,College Towns,6931.261692,0.305,0.074065762,0.184,0.235,7,59958,0.665127308
44001,Bristol County,RI,11,College Towns,4598.898224,0.238,0.044248718,0.092,0.42,8,70697,0.923186663
44005,Newport County,RI,11,College Towns,4484.042901,0.247,0.050289713,0.131,0.308,7,72776,0.857617414
44009,Washington County,RI,11,College Towns,5424.16997,0.234,0.04084583,0.105,0.394,9,77000,0.912557013
45077,Pickens County,SC,11,College Towns,8253.310497,0.307,0.142885259,0.179,0.372,12,46154,0.861121737
46011,Brookings County,SD,11,College Towns,4417.588018,0.285,0.107650718,0.114,0.1,3,58591,0.909887213
46027,Clay County,SD,11,College Towns,5326.699306,0.315,0.118566266,0.165,0.197,4,42171,0.881726537
47093,Knox County,TN,11,College Towns,8270.950215,0.316,0.107676557,0.173,0.24,14,52174,0.82790508
47141,Putnam County,TN,11,College Towns,9110.870027,0.293,0.133449971,0.24,0.32,10,40479,0.886199313
47179,Washington County,TN,11,College Towns,8564.045336,0.289,0.114915684,0.205,0.228,11,46316,0.889956058
48041,Brazos County,TX,11,College Towns,5527.319016,0.287,0.173845861,0.225,0.108,5,42279,0.564357559
48143,Erath County,TX,11,College Towns,6884.836588,0.267,0.239727951,0.208,0.178,6,43787,0.751674308
48303,Lubbock County,TX,11,College Towns,8061.5392,0.3,0.168515567,0.22,0.107,6,48587,0.541646186
48309,McLennan County,TX,11,College Towns,8111.243922,0.306,0.179136881,0.245,0.161,5,46662,0.565690869
48347,Nacogdoches County,TX,11,College Towns,8262.985405,0.352,0.201353735,0.325,0.207,6,38099,0.596328602
48381,Randall County,TX,11,College Towns,6509.116842,0.258,0.132309483,0.114,0.142,6,65795,0.724183214
48471,Walker County,TX,11,College Towns,6716.385939,0.319,0.180608656,0.242,0.359,5,42709,0.565497174
50007,Chittenden County,VT,11,College Towns,5049.89386,0.194,0.042735825,0.088,0.24,7,67833,0.88904297
51003,Albemarle County,VA,11,College Towns,3934.716328,0.226,0.097877531,0.094,0.249,4,73132,0.772572466
51121,Montgomery County,VA,11,College Towns,5644.032905,0.235,0.110791736,0.134,0.206,7,51428,0.839881544
51147,Prince Edward County,VA,11,College Towns,8710.685373,0.336,0.134805195,0.28,0.261,5,41072,0.623239132
51540,Charlottesville city,VA,11,College Towns,6126.051798,0.267,0.139165405,0.198,0.119,6,47977,0.657081344
51630,Fredericksburg city,VA,11,College Towns,6489.42736,0.297,0.107210334,0.202,0.316,9,53714,0.600593703
51660,Harrisonburg city,VA,11,College Towns,4663.601038,0.254,0.153159942,0.218,0.114,5,41636,0.673197935
51678,Lexington city,VA,11,College Towns,5680.356417,0.26,0.102237327,0.158,0.285,8,45331,0.81802697
51680,Lynchburg city,VA,11,College Towns,8011.294822,0.29,0.116818841,0.245,0.122,5,41586,0.632598614
51750,Radford city,VA,11,College Towns,6071.660248,0.289,0.092188815,0.191,0.138,13,35655,0.826688783
51775,Salem city,VA,11,College Towns,7518.95945,0.265,0.10061197,0.124,0.219,9,57897,0.849857137
51790,Staunton city,VA,11,College Towns,8123.102438,0.268,0.114319706,0.208,0.233,9,46237,0.817058655
51830,Williamsburg city,VA,11,College Towns,6006.278691,0.264,0.129580521,0.231,0.185,9,49231,0.683186539
51840,Winchester city,VA,11,College Towns,8021.942789,0.286,0.160847936,0.22,0.258,9,46093,0.669792121
53037,Kittitas County,WA,11,College Towns,5467.462927,0.295,0.088673083,0.147,0.244,5,50410,0.840658851
53063,Spokane County,WA,11,College Towns,6751.496548,0.292,0.063671884,0.158,0.229,13,52933,0.850568655
53071,Walla Walla County,WA,11,College Towns,6285.626288,0.282,0.090305329,0.17,0.103,7,53598,0.7221412
53073,Whatcom County,WA,11,College Towns,5095.878777,0.231,0.091089839,0.123,0.213,8,56636,0.794538745
53075,Whitman County,WA,11,College Towns,5605.818223,0.258,0.060218087,0.147,0.154,5,42693,0.788909132
54021,Gilmer County,WV,11,College Towns,6867.701997,0.372,0.095265813,0.256,0.41,9,35325,0.811613529
54061,Monongalia County,WV,11,College Towns,6435.131623,0.297,0.060900183,0.147,0.216,6,49725,0.882921374
55025,Dane County,WI,11,College Towns,4614.158761,0.243,0.053502986,0.1,0.234,7,70815,0.799937132
55033,Dunn County,WI,11,College Towns,5614.165641,0.339,0.062066784,0.133,0.308,5,52181,0.931258948
55035,Eau Claire County,WI,11,College Towns,5755.40943,0.277,0.057915846,0.14,0.144,5,52209,0.904307289
55063,La Crosse County,WI,11,College Towns,5287.775892,0.309,0.05304455,0.119,0.148,6,55151,0.901415486
55093,Pierce County,WI,11,College Towns,4466.834672,0.303,0.054274003,0.078,0.434,4,70086,0.947281633
55097,Portage County,WI,11,College Towns,4693.297457,0.344,0.052109137,0.116,0.203,5,55064,0.915042514
56001,Albany County,WY,11,College Towns,4889.46171,0.23,0.119435431,0.128,0.079,7,47355,0.831346717
16005,Bannock County,ID,12,LDS Enclaves,8142.213853,0.278,0.114510502,0.191,0.104,11,48453,0.844720718
16007,Bear Lake County,ID,12,LDS Enclaves,5979.292718,0.273,0.108944468,0.189,0.153,15,45875,0.93490328
16011,Bingham County,ID,12,LDS Enclaves,8313.010261,0.317,0.160012452,0.175,0.231,7,51586,0.739895135
16019,Bonneville County,ID,12,LDS Enclaves,7380.050826,0.297,0.116184874,0.152,0.119,10,59293,0.834663911
16023,Butte County,ID,12,LDS Enclaves,8466.432523,0.279,0.130566802,0.235,0.206,12,41706,0.912834866
16029,Caribou County,ID,12,LDS Enclaves,7224.125472,0.287,0.106049694,0.142,0.182,11,55152,0.919558589
16041,Franklin County,ID,12,LDS Enclaves,6389.5137,0.333,0.13578146,0.128,0.357,9,54427,0.910562435
16043,Fremont County,ID,12,LDS Enclaves,5771.945626,0.277,0.159155343,0.241,0.258,7,46465,0.852507147
16051,Jefferson County,ID,12,LDS Enclaves,5399.696841,0.333,0.129295893,0.125,0.293,6,61156,0.868026869
16065,Madison County,ID,12,LDS Enclaves,3645.161308,0.261,0.090776616,0.178,0.165,5,41199,0.888419381
16071,Oneida County,ID,12,LDS Enclaves,6771.538009,0.303,0.118370935,0.18,0.3,9,46596,0.934377159
32017,Lincoln County,NV,12,LDS Enclaves,7016.072928,0.27,0.14764565,0.181,0.126,15,49874,0.844510386
49001,Beaver County,UT,12,LDS Enclaves,8996.463144,0.23,0.145713757,0.12,0.136,13,49843,0.844654185
49003,Box Elder County,UT,12,LDS Enclaves,6852.75482,0.316,0.091278697,0.12,0.297,10,57875,0.873144019
49005,Cache County,UT,12,LDS Enclaves,4423.839502,0.235,0.094881127,0.114,0.126,7,57422,0.840183132
49007,Carbon County,UT,12,LDS Enclaves,11104.88923,0.262,0.109459863,0.183,0.131,15,49743,0.829501446
49009,Daggett County,UT,12,LDS Enclaves,,0.263,0.112469438,0.109,0.393,15,54784,0.923287671
49011,Davis County,UT,12,LDS Enclaves,4933.883014,0.247,0.083746937,0.071,0.263,10,77095,0.842042065
49013,Duchesne County,UT,12,LDS Enclaves,9084.832284,0.271,0.170891251,0.142,0.284,15,56408,0.853764075
49015,Emery County,UT,12,LDS Enclaves,9485.960412,0.276,0.109238881,0.157,0.221,15,54569,0.909651527
49017,Garfield County,UT,12,LDS Enclaves,5773.411947,0.315,0.152082235,0.165,0.137,9,47901,0.884877657
49021,Iron County,UT,12,LDS Enclaves,6961.225916,0.235,0.16208864,0.206,0.114,11,45581,0.860544286
49023,Juab County,UT,12,LDS Enclaves,6482.08944,0.287,0.126509301,0.137,0.337,14,57820,0.924250681
49025,Kane County,UT,12,LDS Enclaves,9007.436282,0.25,0.100720789,0.159,0.127,15,48697,0.916416689
49027,Millard County,UT,12,LDS Enclaves,6815.097814,0.304,0.174719047,0.164,0.114,12,55656,0.833700961
49029,Morgan County,UT,12,LDS Enclaves,3249.963073,0.221,0.081822785,0.043,0.452,9,85681,0.952435079
49031,Piute County,UT,12,LDS Enclaves,,0.261,0.160368664,0.353,0.431,9,39659,0.893587995
49033,Rich County,UT,12,LDS Enclaves,6422.107024,0.277,0.125065686,0.118,0.295,12,60008,0.922380336
49035,Salt Lake County,UT,12,LDS Enclaves,6189.811534,0.25,0.121766626,0.11,0.247,15,68404,0.718326238
49039,Sanpete County,UT,12,LDS Enclaves,6249.7494,0.278,0.135872225,0.194,0.209,12,47768,0.858308681
49041,Sevier County,UT,12,LDS Enclaves,7129.829526,0.299,0.134209616,0.195,0.111,11,50909,0.920534161
49045,Tooele County,UT,12,LDS Enclaves,7281.242848,0.319,0.091527975,0.094,0.445,13,64675,0.835454167
49047,Uintah County,UT,12,LDS Enclaves,8057.819223,0.297,0.157072943,0.134,0.188,10,64184,0.817199571
49049,Utah County,UT,12,LDS Enclaves,5015.589081,0.246,0.105299603,0.094,0.237,11,69568,0.82839917
49051,Wasatch County,UT,12,LDS Enclaves,4548.499927,0.223,0.157026695,0.076,0.356,9,73077,0.835364256
49053,Washington County,UT,12,LDS Enclaves,6099.79952,0.243,0.169181681,0.165,0.144,12,54876,0.850123249
49055,Wayne County,UT,12,LDS Enclaves,5112.890691,0.238,0.161909219,0.243,0.13,14,43080,0.917098446
49057,Weber County,UT,12,LDS Enclaves,7083.612457,0.282,0.115773087,0.123,0.221,14,62768,0.764796413
56003,Big Horn County,WY,12,LDS Enclaves,8944.005839,0.302,0.187592008,0.14,0.165,10,49725,0.878384007
56023,Lincoln County,WY,12,LDS Enclaves,6710.38983,0.27,0.130061662,0.092,0.31,10,63907,0.926687598
56041,Uinta County,WY,12,LDS Enclaves,8365.629795,0.322,0.123173278,0.113,0.176,10,64713,0.875270784
19009,Audubon County,IA,13,Aging Farmlands,10374.66245,0.324,0.070207852,0.175,0.213,5,49560,0.968827052
19025,Calhoun County,IA,13,Aging Farmlands,7010.573341,0.335,0.063841808,0.164,0.301,4,50767,0.945358521
19035,Cherokee County,IA,13,Aging Farmlands,5875.462791,0.341,0.06044905,0.146,0.144,3,53534,0.937695516
19051,Davis County,IA,13,Aging Farmlands,4402.693263,0.319,0.110723262,0.218,0.304,5,49636,0.970428894
19109,Kossuth County,IA,13,Aging Farmlands,6267.746405,0.342,0.053517996,0.142,0.142,4,55129,0.94945084
19159,Ringgold County,IA,13,Aging Farmlands,7864.653182,0.358,0.085465576,0.238,0.264,6,47638,0.955011839
19161,Sac County,IA,13,Aging Farmlands,6807.284189,0.335,0.063350175,0.165,0.182,5,54660,0.953827461
20023,Cheyenne County,KS,13,Aging Farmlands,5211.226248,0.34,0.136293237,0.166,0.134,5,42649,0.903795566
20033,Comanche County,KS,13,Aging Farmlands,11787.40916,0.321,0.130081301,0.17,0.126,5,44898,0.909237379
20039,Decatur County,KS,13,Aging Farmlands,3457.926748,0.349,0.109796498,0.216,0.162,6,41095,0.951271186
20063,Gove County,KS,13,Aging Farmlands,8831.305954,0.284,0.111166501,0.158,0.103,3,51445,0.953263808
20065,Graham County,KS,13,Aging Farmlands,4491.277472,0.298,0.113471503,0.162,0.145,8,42224,0.890795632
